C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_420.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_420.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_420.jpg,0,0,0,3.33504
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_494.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_494.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_494.jpg,0,0,0,3.308245
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_571.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_571.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_571.jpg,0,0,0,3.281667
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_648.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_648.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_648.jpg,0,0,0,3.255302
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_727.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_727.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_727.jpg,-0.1,0.1207314,0,3.294764
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_801.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_801.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_801.jpg,-0.25,0.3514014,0,3.442476
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_880.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_880.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_880.jpg,-0.45,0.58644,0,3.913146
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_39_958.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_39_958.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_39_958.jpg,-0.6500001,0.8182694,0,4.577322
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_037.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_037.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_037.jpg,-0.8500001,1,0,5.410975
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_112.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_112.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_112.jpg,-1,1,0,6.252852
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_193.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_193.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_193.jpg,0,1,0,7.030512
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_268.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_268.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_268.jpg,0,1,0,7.929745
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_347.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_347.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_347.jpg,0,1,0,8.832177
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_420.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_420.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_420.jpg,0,1,0,9.504754
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_501.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_501.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_501.jpg,0,0.8857861,0,10.35017
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_578.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_578.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_578.jpg,0,0.6536329,0,10.97541
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_655.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_655.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_655.jpg,0,0,0.1141197,10.43387
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_733.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_733.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_733.jpg,0,0,0.3482226,9.223688
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_813.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_813.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_813.jpg,0,0,0.5844321,8.027786
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_888.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_888.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_888.jpg,0,0,0.814494,6.84669
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_40_969.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_40_969.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_40_969.jpg,0,0,1,5.679918
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_045.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_045.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_045.jpg,0,0,1,4.813908
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_121.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_121.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_121.jpg,0,0,1,4.307732
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_197.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_197.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_197.jpg,-0.2,0,1,3.973201
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_278.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_278.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_278.jpg,-0.4,0,0.8752054,3.652327
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_356.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_356.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_356.jpg,-0.6000001,0,0.6408676,3.412737
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_432.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_432.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_432.jpg,-0.8000001,0,0.4096639,3.203595
C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\center_2019_12_28_22_01_41_513.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\left_2019_12_28_22_01_41_513.jpg,C:\Users\SHOBHIT\Desktop\Shobhit\cars\IMG\right_2019_12_28_22_01_41_513.jpg,-1,0,0,3.096467
